Date,Metric,Value
2000-08-29,rolling_corr,0.16706089521453354
2000-08-30,rolling_corr,0.18124161927089388
2000-08-31,rolling_corr,0.19763083832271802
2000-09-01,rolling_corr,0.19979698057055117
2000-09-04,rolling_corr,0.18847069129306382
2000-09-05,rolling_corr,0.19958626145306088
2000-09-06,rolling_corr,0.18964810871501842
2000-09-07,rolling_corr,0.1941881045448964
2000-09-08,rolling_corr,0.18508931670444348
2000-09-11,rolling_corr,0.2177103678177864
2000-09-12,rolling_corr,0.20681327721203585
2000-09-13,rolling_corr,0.2175258093640344
2000-09-14,rolling_corr,0.2558497497927152
2000-09-15,rolling_corr,0.25912186571601864
2000-09-18,rolling_corr,0.3236345474111671
2000-09-19,rolling_corr,0.29505742173585775
2000-09-20,rolling_corr,0.3039954102421978
2000-09-21,rolling_corr,0.28306612283170735
2000-09-22,rolling_corr,0.25338600940028094
2000-09-25,rolling_corr,0.22507184893074217
2000-09-26,rolling_corr,0.24768257758684425
2000-09-27,rolling_corr,0.23107289778235524
2000-09-28,rolling_corr,0.24307315498500387
2000-09-29,rolling_corr,0.2246860956248019
2000-10-02,rolling_corr,0.21937616667541987
2000-10-03,rolling_corr,0.2035362873698118
2000-10-04,rolling_corr,0.19182105977988997
2000-10-05,rolling_corr,0.19540060615773966
2000-10-06,rolling_corr,0.19302611582025733
2000-10-09,rolling_corr,0.20261920922120324
2000-10-10,rolling_corr,0.16366200774721024
2000-10-11,rolling_corr,0.22959968547093096
2000-10-12,rolling_corr,0.19792972558121213
2000-10-13,rolling_corr,0.0666437770386201
2000-10-16,rolling_corr,0.0636475815636612
2000-10-17,rolling_corr,0.08936818463223072
2000-10-18,rolling_corr,0.10977360957743677
2000-10-19,rolling_corr,0.2169173729748863
2000-10-20,rolling_corr,0.19484604540607944
2000-10-23,rolling_corr,0.19764357952172115
2000-10-24,rolling_corr,0.1960141907682062
2000-10-25,rolling_corr,0.2211836065316126
2000-10-26,rolling_corr,0.24155028954886668
2000-10-27,rolling_corr,0.23948187089476491
2000-10-30,rolling_corr,0.21119506723818837
2000-10-31,rolling_corr,0.21525606634134267
2000-11-01,rolling_corr,0.22101956002748196
2000-11-02,rolling_corr,0.24287822641774268
2000-11-03,rolling_corr,0.24394841639850162
2000-11-06,rolling_corr,0.23439015712755282
2000-11-07,rolling_corr,0.23479384566924097
2000-11-08,rolling_corr,0.24684638198949213
2000-11-09,rolling_corr,0.2773491418541217
2000-11-10,rolling_corr,0.3213778717524353
2000-11-13,rolling_corr,0.32376117270588495
2000-11-14,rolling_corr,0.38410628973798033
2000-11-15,rolling_corr,0.39441653258353504
2000-11-16,rolling_corr,0.4057701464492614
2000-11-17,rolling_corr,0.4004374661192737
2000-11-20,rolling_corr,0.4204754999318838
2000-11-21,rolling_corr,0.4222406251476537
2000-11-22,rolling_corr,0.44806472661833796
2000-11-23,rolling_corr,0.4480581804841236
2000-11-24,rolling_corr,0.47278272162748364
2000-11-27,rolling_corr,0.4658873356460666
2000-11-28,rolling_corr,0.4705209786195614
2000-11-29,rolling_corr,0.4806274751095114
2000-11-30,rolling_corr,0.49629747869289514
2000-12-01,rolling_corr,0.4948287483720379
2000-12-04,rolling_corr,0.46999301233088175
2000-12-05,rolling_corr,0.53510047384195
2000-12-06,rolling_corr,0.5272503815719126
2000-12-07,rolling_corr,0.5336842465652674
2000-12-08,rolling_corr,0.5324608523061894
2000-12-11,rolling_corr,0.5258913804764832
2000-12-12,rolling_corr,0.5360267258711481
2000-12-13,rolling_corr,0.5343748860778845
2000-12-14,rolling_corr,0.5418455593417064
2000-12-15,rolling_corr,0.5661264134304439
2000-12-18,rolling_corr,0.5668560396300659
2000-12-19,rolling_corr,0.5357728740989532
2000-12-20,rolling_corr,0.5669269255653766
2000-12-21,rolling_corr,0.5710911453704445
2000-12-22,rolling_corr,0.5733786895954469
2000-12-25,rolling_corr,0.5776095117285447
2000-12-26,rolling_corr,0.5850344060191197
2000-12-27,rolling_corr,0.5904880292634567
2000-12-28,rolling_corr,0.5907237292597303
2000-12-29,rolling_corr,0.5871865627672684
2001-01-01,rolling_corr,0.5901755950334471
2001-01-02,rolling_corr,0.5863448370517524
2001-01-03,rolling_corr,0.5708293990207064
2001-01-04,rolling_corr,0.5348207972239177
2001-01-05,rolling_corr,0.5808415177531973
2001-01-08,rolling_corr,0.5807662727062928
2001-01-09,rolling_corr,0.5798812551566974
2001-01-10,rolling_corr,0.5823067760794537
2001-01-11,rolling_corr,0.5610216721753302
2001-01-12,rolling_corr,0.5473211856111689
2001-01-15,rolling_corr,0.548721894156983
2001-01-16,rolling_corr,0.5472732821973377
2001-01-17,rolling_corr,0.534775594447161
2001-01-18,rolling_corr,0.5391240404561901
2001-01-19,rolling_corr,0.5380062900979056
2001-01-22,rolling_corr,0.5492530848358212
2001-01-23,rolling_corr,0.554442507904637
2001-01-24,rolling_corr,0.555190219816532
2001-01-25,rolling_corr,0.5526903849552193
2001-01-26,rolling_corr,0.5530123974241252
2001-01-29,rolling_corr,0.542741824856697
2001-01-30,rolling_corr,0.5449221095382886
2001-01-31,rolling_corr,0.5396547986823074
2001-02-01,rolling_corr,0.537900982455405
2001-02-02,rolling_corr,0.5316110042472252
2001-02-05,rolling_corr,0.5289302724966864
2001-02-06,rolling_corr,0.5008055814780051
2001-02-07,rolling_corr,0.5015066763446415
2001-02-08,rolling_corr,0.4867593549564425
2001-02-09,rolling_corr,0.4952568797689208
2001-02-12,rolling_corr,0.4834036183766113
2001-02-13,rolling_corr,0.4840208919658244
2001-02-14,rolling_corr,0.4535080552426697
2001-02-15,rolling_corr,0.45733935374442775
2001-02-16,rolling_corr,0.4451410718597201
2001-02-19,rolling_corr,0.4515625888938845
2001-02-20,rolling_corr,0.4582963801895303
2001-02-21,rolling_corr,0.4610995169540335
2001-02-22,rolling_corr,0.43668826276818107
2001-02-23,rolling_corr,0.4395495852146675
2001-02-26,rolling_corr,0.4805605080838138
2001-02-27,rolling_corr,0.40378662541526267
2001-02-28,rolling_corr,0.40626833715927074
2001-03-01,rolling_corr,0.40603915659857626
2001-03-02,rolling_corr,0.4100806941347077
2001-03-05,rolling_corr,0.406364230063326
2001-03-06,rolling_corr,0.41677682311339587
2001-03-07,rolling_corr,0.4161611295219947
2001-03-08,rolling_corr,0.3961338299495858
2001-03-09,rolling_corr,0.3608843060701734
2001-03-12,rolling_corr,0.42563824261857225
2001-03-13,rolling_corr,0.453682228662786
2001-03-14,rolling_corr,0.40567704772272956
2001-03-15,rolling_corr,0.40355995891598134
2001-03-16,rolling_corr,0.41819373542316557
2001-03-19,rolling_corr,0.40309130932297654
2001-03-20,rolling_corr,0.4044167644145046
2001-03-21,rolling_corr,0.42218741689195
2001-03-22,rolling_corr,0.39774026613711116
2001-03-23,rolling_corr,0.4333562213363232
2001-03-26,rolling_corr,0.44624907929197205
2001-03-27,rolling_corr,0.4742722477420794
2001-03-28,rolling_corr,0.486040251169884
2001-03-29,rolling_corr,0.5450454750641837
2001-03-30,rolling_corr,0.5668946513029449
2001-04-02,rolling_corr,0.5619615251626415
2001-04-03,rolling_corr,0.600946453524815
2001-04-04,rolling_corr,0.5966977131559921
2001-04-05,rolling_corr,0.5975417992459341
2001-04-06,rolling_corr,0.604923943320234
2001-04-09,rolling_corr,0.6088439319600066
2001-04-10,rolling_corr,0.6339616335581993
2001-04-11,rolling_corr,0.6458059372925922
2001-04-12,rolling_corr,0.6440317664149005
2001-04-13,rolling_corr,0.6453623739464308
2001-04-16,rolling_corr,0.6453551576418209
2001-04-17,rolling_corr,0.625697441121492
2001-04-18,rolling_corr,0.6513874355830623
2001-04-19,rolling_corr,0.6487967583750202
2001-04-20,rolling_corr,0.6459460984898682
2001-04-23,rolling_corr,0.6610802881424226
2001-04-24,rolling_corr,0.6404669521154506
2001-04-25,rolling_corr,0.6309893892574333
2001-04-26,rolling_corr,0.630740060527045
2001-04-27,rolling_corr,0.6274960515207937
2001-04-30,rolling_corr,0.6231824755589115
2001-05-01,rolling_corr,0.6211239136792887
2001-05-02,rolling_corr,0.6157831958578935
2001-05-03,rolling_corr,0.6293993853604376
2001-05-04,rolling_corr,0.6278743254470285
2001-05-07,rolling_corr,0.6222910900356554
2001-05-08,rolling_corr,0.620292020201039
2001-05-09,rolling_corr,0.6347218521902418
2001-05-10,rolling_corr,0.6294190196793126
2001-05-11,rolling_corr,0.6295713238135223
2001-05-14,rolling_corr,0.6271210881987335
2001-05-15,rolling_corr,0.6191790748768852
2001-05-16,rolling_corr,0.5858739838985179
2001-05-17,rolling_corr,0.5898029331771637
2001-05-18,rolling_corr,0.5885796084245355
2001-05-21,rolling_corr,0.5721766500720571
2001-05-22,rolling_corr,0.5792425100194802
2001-05-23,rolling_corr,0.5776775456419044
2001-05-24,rolling_corr,0.578349573453095
2001-05-25,rolling_corr,0.5891471350265821
2001-05-28,rolling_corr,0.5868309825474572
2001-05-29,rolling_corr,0.5856640778003551
2001-05-30,rolling_corr,0.5846880770755265
2001-05-31,rolling_corr,0.5908427533585506
2001-06-01,rolling_corr,0.586978314154055
2001-06-04,rolling_corr,0.5617696646767235
2001-06-05,rolling_corr,0.5642882361510447
2001-06-06,rolling_corr,0.5601812729077272
2001-06-07,rolling_corr,0.5584346279283386
2001-06-08,rolling_corr,0.5324023140234077
2001-06-11,rolling_corr,0.5424728126680702
2001-06-12,rolling_corr,0.5425594995118236
2001-06-13,rolling_corr,0.5084914817158351
2001-06-14,rolling_corr,0.5333510059506092
2001-06-15,rolling_corr,0.5159681502852952
2001-06-18,rolling_corr,0.4948295555211284
2001-06-19,rolling_corr,0.4696968435392046
2001-06-20,rolling_corr,0.4568304947973364
2001-06-21,rolling_corr,0.4470292333861992
2001-06-22,rolling_corr,0.43858696232281513
2001-06-25,rolling_corr,0.440906263042573
2001-06-26,rolling_corr,0.3648402953573099
2001-06-27,rolling_corr,0.3802443741130002
2001-06-28,rolling_corr,0.33953624410916955
2001-06-29,rolling_corr,0.3469801019814504
2001-07-02,rolling_corr,0.35240741486710897
2001-07-03,rolling_corr,0.32116187304918065
2001-07-04,rolling_corr,0.3206860990755708
2001-07-05,rolling_corr,0.3270581093716949
2001-07-06,rolling_corr,0.3859741239677078
2001-07-09,rolling_corr,0.3894048130776864
2001-07-10,rolling_corr,0.40983833930521785
2001-07-11,rolling_corr,0.31389896908418535
2001-07-12,rolling_corr,0.26952303796632077
2001-07-13,rolling_corr,0.26489268799762006
2001-07-16,rolling_corr,0.22199422171890465
2001-07-17,rolling_corr,0.2708616864588745
2001-07-18,rolling_corr,0.2958435066586033
2001-07-19,rolling_corr,0.29915804487432046
2001-07-20,rolling_corr,0.279302979036231
2001-07-23,rolling_corr,0.25482302567226756
2001-07-24,rolling_corr,0.24497457926770316
2001-07-25,rolling_corr,0.18077010661948512
2001-07-26,rolling_corr,0.17769540370103118
2001-07-27,rolling_corr,0.1667275731050941
2001-07-30,rolling_corr,0.161363771210105
2001-07-31,rolling_corr,0.1700613736155189
2001-08-01,rolling_corr,0.17627968539477662
2001-08-02,rolling_corr,0.1818869180054361
2001-08-03,rolling_corr,0.17729011859444058
2001-08-06,rolling_corr,0.1632753146065104
2001-08-07,rolling_corr,0.15914805364016682
2001-08-08,rolling_corr,0.21932386843117974
2001-08-09,rolling_corr,0.2097846806925732
2001-08-10,rolling_corr,0.1964591463094423
2001-08-13,rolling_corr,0.21030485595916246
2001-08-14,rolling_corr,0.20263497614196746
2001-08-15,rolling_corr,0.20933665458069978
2001-08-16,rolling_corr,0.19926744429395632
2001-08-17,rolling_corr,0.2044864888305459
2001-08-20,rolling_corr,0.20345389337471168
2001-08-21,rolling_corr,0.1945736768534241
2001-08-22,rolling_corr,0.20664241530736005
2001-08-23,rolling_corr,0.19534451247847937
2001-08-24,rolling_corr,0.23972031123792767
2001-08-27,rolling_corr,0.22978302891129862
2001-08-28,rolling_corr,0.2425197220814668
2001-08-29,rolling_corr,0.22551457728559005
2001-08-30,rolling_corr,0.2564366968262769
2001-08-31,rolling_corr,0.2771732135722281
2001-09-03,rolling_corr,0.27243080517606205
2001-09-04,rolling_corr,0.2784535236940542
2001-09-05,rolling_corr,0.2891733090690742
2001-09-06,rolling_corr,0.3325060002818847
2001-09-07,rolling_corr,0.35580934432947114
2001-09-10,rolling_corr,0.3565550540718841
2001-09-11,rolling_corr,0.3545987390247843
2001-09-12,rolling_corr,0.3233229795334468
2001-09-13,rolling_corr,0.34099871381772145
2001-09-14,rolling_corr,0.299330689976396
2001-09-17,rolling_corr,0.12834779018472364
2001-09-18,rolling_corr,0.13161566172286351
2001-09-19,rolling_corr,0.143578395491054
2001-09-20,rolling_corr,0.18085641014114323
2001-09-21,rolling_corr,0.20802040482371817
2001-09-24,rolling_corr,0.325640690440367
2001-09-25,rolling_corr,0.33681410863117645
2001-09-26,rolling_corr,0.3377931180795839
2001-09-27,rolling_corr,0.3498807874586082
2001-09-28,rolling_corr,0.3406960053910746
2001-10-01,rolling_corr,0.33745436506367404
2001-10-02,rolling_corr,0.3475823006502156
2001-10-03,rolling_corr,0.3359123297804157
2001-10-04,rolling_corr,0.35333262578164615
2001-10-05,rolling_corr,0.32743905698704373
2001-10-08,rolling_corr,0.32594312192419705
2001-10-09,rolling_corr,0.3164953302090629
2001-10-10,rolling_corr,0.3507208780372477
2001-10-11,rolling_corr,0.3456504439872752
2001-10-12,rolling_corr,0.34483553353523455
2001-10-15,rolling_corr,0.35828777934548417
2001-10-16,rolling_corr,0.3684496944393022
2001-10-17,rolling_corr,0.3525495190868798
2001-10-18,rolling_corr,0.3514039324849306
2001-10-19,rolling_corr,0.33659525822846714
2001-10-22,rolling_corr,0.3564069741157258
2001-10-23,rolling_corr,0.3459987718845154
2001-10-24,rolling_corr,0.34406471604365907
2001-10-25,rolling_corr,0.3125735881065132
2001-10-26,rolling_corr,0.3145221945422552
2001-10-29,rolling_corr,0.3365355247351758
2001-10-30,rolling_corr,0.35383226897427894
2001-10-31,rolling_corr,0.34525705153954817
2001-11-01,rolling_corr,0.3383522317686062
2001-11-02,rolling_corr,0.34045820210221645
2001-11-05,rolling_corr,0.35695107526986203
2001-11-06,rolling_corr,0.3656557264408731
2001-11-07,rolling_corr,0.36418538628484187
2001-11-08,rolling_corr,0.36820445651641837
2001-11-09,rolling_corr,0.35737279346173756
2001-11-12,rolling_corr,0.3577460371715698
2001-11-13,rolling_corr,0.38257928143048475
2001-11-14,rolling_corr,0.38018892268664195
2001-11-15,rolling_corr,0.38246195511266645
2001-11-16,rolling_corr,0.3731636799077396
2001-11-19,rolling_corr,0.37905917422605134
2001-11-20,rolling_corr,0.37507243993634637
2001-11-21,rolling_corr,0.3822184938874728
2001-11-22,rolling_corr,0.3693156730903874
2001-11-23,rolling_corr,0.36757306261771555
2001-11-26,rolling_corr,0.37011888547279465
2001-11-27,rolling_corr,0.3757332471849705
2001-11-28,rolling_corr,0.3817419228171193
2001-11-29,rolling_corr,0.35532068361191094
2001-11-30,rolling_corr,0.3386428662632998
2001-12-03,rolling_corr,0.3441757626791479
2001-12-04,rolling_corr,0.3540516126700579
2001-12-05,rolling_corr,0.38865337067421446
2001-12-06,rolling_corr,0.38888362336790494
2001-12-07,rolling_corr,0.4189225908381278
2001-12-10,rolling_corr,0.5596207120713841
2001-12-11,rolling_corr,0.5551460606334213
2001-12-12,rolling_corr,0.5453153062699457
2001-12-13,rolling_corr,0.5314218008610402
2001-12-14,rolling_corr,0.5032931048880994
2001-12-17,rolling_corr,0.433629966239911
2001-12-18,rolling_corr,0.4225056320180187
2001-12-19,rolling_corr,0.41632442773071276
2001-12-20,rolling_corr,0.4150150394892375
2001-12-21,rolling_corr,0.4068102497385699
2001-12-24,rolling_corr,0.40473370815401966
2001-12-25,rolling_corr,0.39780524822694713
2001-12-26,rolling_corr,0.4260471954246682
2001-12-27,rolling_corr,0.44733154236186434
2001-12-28,rolling_corr,0.46771286232347165
2001-12-31,rolling_corr,0.46977536462523867
2002-01-01,rolling_corr,0.47749504529065817
2002-01-02,rolling_corr,0.4405480255917166
2002-01-03,rolling_corr,0.4542905447320372
2002-01-04,rolling_corr,0.44546148791599527
2002-01-07,rolling_corr,0.4531036643359318
2002-01-08,rolling_corr,0.4478373387105265
2002-01-09,rolling_corr,0.5506375551725892
2002-01-10,rolling_corr,0.5404642882261304
2002-01-11,rolling_corr,0.5501988058311166
2002-01-14,rolling_corr,0.5404291476756881
2002-01-15,rolling_corr,0.5676335556959518
2002-01-16,rolling_corr,0.5836603547177094
2002-01-17,rolling_corr,0.6483492490790564
2002-01-18,rolling_corr,0.6369032251054575
2002-01-21,rolling_corr,0.623843713662446
2002-01-22,rolling_corr,0.5770674529743167
2002-01-23,rolling_corr,0.5936255160219529
2002-01-24,rolling_corr,0.6331360772677903
2002-01-25,rolling_corr,0.6381606653062685
2002-01-28,rolling_corr,0.6163996979099813
2002-01-29,rolling_corr,0.5964051187675945
2002-01-30,rolling_corr,0.5609797006160816
2002-01-31,rolling_corr,0.565151800088218
2002-02-01,rolling_corr,0.5535655813564856
2002-02-04,rolling_corr,0.5729525441504251
2002-02-05,rolling_corr,0.5364885404079719
2002-02-06,rolling_corr,0.5389576998522875
2002-02-07,rolling_corr,0.522715398786487
2002-02-08,rolling_corr,0.5066746614119852
2002-02-11,rolling_corr,0.48525070015215926
2002-02-12,rolling_corr,0.47989573398700086
2002-02-13,rolling_corr,0.48385679202841164
2002-02-14,rolling_corr,0.47435353676265657
2002-02-15,rolling_corr,0.4818155768589741
2002-02-18,rolling_corr,0.47778632726474257
2002-02-19,rolling_corr,0.4856720877266384
2002-02-20,rolling_corr,0.47703836517144815
2002-02-21,rolling_corr,0.4770271195143931
2002-02-22,rolling_corr,0.46693626168973495
2002-02-25,rolling_corr,0.4791635069386235
2002-02-26,rolling_corr,0.45798820699434584
2002-02-27,rolling_corr,0.38907487385063944
2002-02-28,rolling_corr,0.38764958147144396
2002-03-01,rolling_corr,0.3953990397351374
2002-03-04,rolling_corr,0.40289323343122857
2002-03-05,rolling_corr,0.411562481461327
2002-03-06,rolling_corr,0.4106686986105936
2002-03-07,rolling_corr,0.3777589073250195
2002-03-08,rolling_corr,0.37794865295323127
2002-03-11,rolling_corr,0.35896263805000583
2002-03-12,rolling_corr,0.3691645287686973
2002-03-13,rolling_corr,0.3867754475893638
2002-03-14,rolling_corr,0.3779938608649296
2002-03-15,rolling_corr,0.3817914568006587
2002-03-18,rolling_corr,0.37950589086905545
2002-03-19,rolling_corr,0.3816434337995384
2002-03-20,rolling_corr,0.3915588595953303
2002-03-21,rolling_corr,0.38238879250356006
2002-03-22,rolling_corr,0.38351987549832894
2002-03-25,rolling_corr,0.4091390128283697
2002-03-26,rolling_corr,0.40424705001857364
2002-03-27,rolling_corr,0.40832281731049924
2002-03-28,rolling_corr,0.3970095635131482
2002-03-29,rolling_corr,0.4079997510434863
2002-04-01,rolling_corr,0.40647797611423164
2002-04-02,rolling_corr,0.4104566953010867
2002-04-03,rolling_corr,0.3996397002888483
2002-04-04,rolling_corr,0.4058582111205805
2002-04-05,rolling_corr,0.4151600704820871
2002-04-08,rolling_corr,0.3893679428392938
2002-04-09,rolling_corr,0.3726000760931483
2002-04-10,rolling_corr,0.3532010965895786
2002-04-11,rolling_corr,0.36622967043385546
2002-04-12,rolling_corr,0.37783483689540653
2002-04-15,rolling_corr,0.36808440743496545
2002-04-16,rolling_corr,0.438454370204806
2002-04-17,rolling_corr,0.43452296749306607
2002-04-18,rolling_corr,0.43414579253722374
2002-04-19,rolling_corr,0.43414597433736846
2002-04-22,rolling_corr,0.4419120412214664
2002-04-23,rolling_corr,0.42755299857812995
2002-04-24,rolling_corr,0.47587138703176435
2002-04-25,rolling_corr,0.47031336330830287
2002-04-26,rolling_corr,0.48184868930654073
2002-04-29,rolling_corr,0.4509073185083681
2002-04-30,rolling_corr,0.4489963145405485
2002-05-01,rolling_corr,0.440743215025123
2002-05-02,rolling_corr,0.4612938714861222
2002-05-03,rolling_corr,0.4855348348662653
2002-05-06,rolling_corr,0.5075826025279406
2002-05-07,rolling_corr,0.5071561905384313
2002-05-08,rolling_corr,0.5442252334173859
2002-05-09,rolling_corr,0.5638852013735723
2002-05-10,rolling_corr,0.5731704086745842
2002-05-13,rolling_corr,0.5906719944626038
2002-05-14,rolling_corr,0.5859997520273065
2002-05-15,rolling_corr,0.5847300610426461
2002-05-16,rolling_corr,0.5836452782502008
2002-05-17,rolling_corr,0.5985857444036196
2002-05-20,rolling_corr,0.5943234020855662
2002-05-21,rolling_corr,0.600372768390821
2002-05-22,rolling_corr,0.625729494741174
2002-05-23,rolling_corr,0.6316532325719586
2002-05-24,rolling_corr,0.6015984527357535
2002-05-27,rolling_corr,0.5771426740539468
2002-05-28,rolling_corr,0.5783259276255353
2002-05-29,rolling_corr,0.5783060763497248
2002-05-30,rolling_corr,0.5826616588654646
